drugName,condition,rating,negative,positive,word_frequency
Niravam,Anxiety,10.0,4.0,1.0,"[('hair', 3), ('eliquis', 2), ('month', 2), ('however', 2), ('leg', 2)]"
Nitrofurantoin,Urinary Tract Infection,6.0,138.0,26.0,"[('drug', 4), ('itching', 3), ('stroke', 2), ('side', 2), ('eliquis', 2)]"
Nitroglycerin,Raynaud's Syndrome,10.0,5.0,0.0,"[('elmiron', 10), ('year', 10), ('pain', 6), ('never', 5), ('help', 5)]"
Nitrolingual Pumpspray,Angina,9.0,0.0,2.0,"[('suffered', 1), ('medical', 1), ('condition', 1), ('many', 1), ('month', 1)]"
Nivolumab,Non-Small Cell Lung Cance,4.0,6.0,2.0,"[('used', 2), ('elocon', 2), ('year', 2), ('need', 2), ('rash', 2)]"
Nizatidine,GERD,8.0,1.0,0.0,"[('elocon', 8), ('eczema', 7), ('skin', 5), ('day', 5), ('cream', 4)]"
Nizoral,Tinea Versicol,1.0,0.0,1.0,"[('psoriasis', 7), ('year', 5), ('work', 5), ('elocon', 4), ('tar', 4)]"
NoDoz,Hypersomnia,8.0,2.0,1.0,"[('child', 3), ('level', 3), ('eltrombopag', 2), ('drug', 2), ('normal', 2)]"
Nonoxynol 9,Birth Control,5.0,2.0,0.0,"[('count', 2), ('taking', 2), ('platelet', 1), ('dangerously', 1), ('low', 1)]"
Nora-Be,Birth Control,4.5,16.0,6.0,"[('day', 53), ('not', 29), ('viberzi', 28), ('year', 22), ('take', 19)]"
Norco,Pain,8.0,37.0,12.0,"[('pain', 16), ('embeda', 7), ('not', 7), ('headache', 6), ('feel', 5)]"
Norel SR,Nasal Congestion,10.0,0.0,3.0,"[('pain', 7), ('embeda', 6), ('mg', 5), ('feel', 5), ('day', 4)]"
Norepinephrine,Hypotension,8.0,0.0,1.0,"[('chemotherapy', 2), ('nausea', 2), ('vomiting', 2), ('medication', 1), ('greatest', 1)]"
Norethindrone,Birth Control,5.0,85.0,40.0,"[('time', 3), ('nausea', 2), ('medication', 2), ('day', 2), ('minute', 2)]"
Norflex,Muscle Spasm,10.0,3.0,1.0,"[('skin', 8), ('eczema', 7), ('face', 6), ('day', 5), ('cream', 4)]"
Norgesic,Muscle Pain,5.0,1.0,1.0,"[('first', 1), ('started', 1), ('got', 1), ('sick', 1), ('realized', 1)]"
Noritate,Rosacea,10.0,0.0,1.0,"[('month', 8), ('started', 7), ('side', 6), ('effect', 6), ('day', 6)]"
Noroxin,Bladder Infection,10.0,0.0,1.0,"[('medicine', 5), ('side', 4), ('number', 4), ('effect', 3), ('low', 3)]"
Norpace,Arrhythmia,8.0,0.0,1.0,"[('dr', 2), ('able', 2), ('get', 2), ('discount', 2), ('card', 2)]"
Norpace CR,Arrhythmia,9.0,1.0,0.0,"[('year', 6), ('side', 5), ('effect', 5), ('like', 4), ('medicine', 4)]"
Norpramin,Depression,10.0,2.0,1.0,"[('mg', 4), ('drug', 3), ('parnate', 3), ('started', 3), ('came', 3)]"
Nortrel 1 / 35,Birth Control,2.0,3.0,0.0,"[('complera', 10), ('first', 7), ('month', 5), ('effect', 5), ('medication', 4)]"
Nortrel 7 / 7 / 7,Endometriosis,4.0,0.0,1.0,"[('truvada', 3), ('great', 3), ('use', 2), ('pill', 2), ('started', 1)]"
Nortriptyline,Migraine Prevention,9.0,69.0,17.0,"[('daily', 1), ('truvada', 1), ('prep', 1), ('year', 1), ('side', 1)]"
Norvasc,High Blood Pressure,3.0,14.0,6.0,"[('two', 3), ('not', 3), ('well', 2), ('week', 2), ('swelling', 2)]"
Nostrilla,Nasal Congestion,1.0,1.0,2.0,"[('mg', 3), ('work', 3), ('max', 2), ('dose', 2), ('detrol', 2)]"
Novantrone,Multiple Sclerosis,10.0,1.0,0.0,"[('pressure', 7), ('taking', 5), ('blood', 5), ('well', 4), ('enalapril', 4)]"
NovoLog FlexPen,"Diabetes, Type 2",9.5,0.0,2.0,"[('enbrel', 11), ('year', 10), ('old', 6), ('back', 5), ('pain', 5)]"
NovoLog Mix 70 / 30,"Diabetes, Type 1",10.0,1.0,0.0,"[('injection', 4), ('medication', 4), ('arthritis', 3), ('year', 3), ('enbrel', 2)]"
Novolin 70 / 30,"Diabetes, Type 2",10.0,1.0,0.0,"[('walk', 3), ('injection', 3), ('son', 2), ('diagnosed', 2), ('year', 2)]"
Novolog,"Diabetes, Type 1",8.0,3.0,0.0,"[('worked', 3), ('longer', 3), ('psoriasis', 3), ('injection', 2), ('enbrel', 2)]"
Nplate,Idiopathic Thrombocytopenic Purpura,9.0,0.0,1.0,"[('better', 2), ('work', 1), ('great', 1), ('fast', 1), ('expensive,stop', 1)]"
NuOx,Acne,10.0,0.0,1.0,"[('enbrel', 6), ('year', 6), ('psoriasis', 5), ('since', 4), ('like', 4)]"
Nubain,Pain,9.0,5.0,0.0,"[('enbrel', 32), ('year', 24), ('pain', 17), ('week', 15), ('arthritis', 13)]"
Nucynta,Pain,7.0,34.0,8.0,"[('day', 3), ('pain', 2), ('management', 2), ('week', 2), ('mg', 2)]"
Nucynta ER,Pain,9.0,14.0,3.0,"[('pain', 7), ('work', 6), ('day', 6), ('endocet', 4), ('year', 3)]"
Nuedexta,Pseudobulbar Affect,9.0,3.0,1.0,"[('medication', 2), ('cell', 2), ('count', 2), ('viral', 2), ('load', 2)]"
Nutropin,Pediatric Growth Hormone Deficiency,1.0,1.0,0.0,"[('weight', 4), ('started', 3), ('hysterectomy', 2), ('gained', 2), ('tremendous', 2)]"
NuvaRing,Birth Control,7.0,138.0,66.0,"[('muscle', 3), ('medicine', 2), ('shot', 2), ('pain', 2), ('since', 1)]"
Nuvessa,Bacterial Vaginitis,7.0,1.0,0.0,"[('using', 1), ('medication', 1), ('many', 1), ('year', 1), ('problem', 1)]"
Nuvigil,Narcolepsy,9.0,41.0,13.0,"[('month', 3), ('pain', 3), ('enskyce', 2), ('ago', 2), ('made', 2)]"
Nyamyc,Cutaneous Candidiasis,10.0,0.0,1.0,"[('feeling', 3), ('medication', 2), ('symptom', 2), ('side', 2), ('effect', 2)]"
Nystatin,Vaginal Yeast Infection,4.5,2.0,0.0,"[('thing', 3), ('happy', 1), ('sample', 1), ('provided', 1), ('endocrinologist', 1)]"
Nystatin / triamcinolone,Cutaneous Candidiasis,10.0,2.0,1.0,"[('stopped', 1), ('crohn', 1), ('disease', 1), ('flare', 1), ('quickly', 1)]"
Nystop,Cutaneous Candidiasis,10.0,0.0,1.0,"[('year', 1), ('work', 1), ('well', 1), ('find', 1), ('better', 1)]"
Ocella,Birth Control,7.0,26.0,5.0,"[('esophagus', 3), ('food', 2), ('build', 2), ('make', 2), ('mg', 2)]"
Octreotide,Diarrhea,7.5,3.0,1.0,"[('entocort', 3), ('almost', 3), ('psoriasis', 3), ('severe', 2), ('diarrhea', 2)]"
Ocular lubricant,Dry Eye Disease,4.0,9.0,2.0,"[('old', 4), ('dose', 3), ('taking', 3), ('going', 3), ('go', 3)]"
Odefsey,HIV Infection,10.0,1.0,0.0,"[('entyvio', 3), ('working', 3), ('year', 3), ('last', 2), ('side', 2)]"
Ogestrel-28,Birth Control,1.0,0.0,1.0,"[('started', 3), ('medication', 3), ('pain', 3), ('entyvio', 2), ('no', 2)]"
Olanzapine,Bipolar Disorde,8.0,43.0,46.0,"[('give', 1), ('unbearable', 1), ('burning', 1), ('sensation', 1), ('injected', 1)]"
Oleptro,Depression,9.0,2.0,1.0,"[('week', 18), ('side', 12), ('year', 11), ('hep', 10), ('effect', 10)]"
Olmesartan,High Blood Pressure,8.0,17.0,7.0,"[('mg', 1), ('day', 1), ('upon', 1), ('waking', 1), ('afternoon', 1)]"
Olodaterol,COPD,10.0,1.0,0.0,"[('skin', 6), ('epiceram', 5), ('eczema', 4), ('use', 3), ('using', 3)]"
Olodaterol / tiotropium,COPD,9.0,1.0,0.0,"[('skin', 141), ('acne', 125), ('epiduo', 102), ('face', 70), ('month', 63)]"
Olopatadine,Seasonal Allergic Conjunctivitis,9.0,13.0,4.0,"[('face', 3), ('maybe', 2), ('skin', 2), ('burn', 2), ('get', 2)]"
Olux,Psoriasis,7.5,0.0,2.0,"[('albuterol', 2), ('doctor', 1), ('diagnose', 1), ('adrenal', 1), ('fatigue', 1)]"
Olysio,Hepatitis C,10.0,0.0,1.0,"[('blood', 3), ('reduced', 2), ('pressure', 2), ('yr', 2), ('side', 2)]"
Omalizumab,Urticaria,10.0,18.0,3.0,"[('injection', 4), ('day', 3), ('feel', 2), ('third', 2), ('fifth', 2)]"
Omega-3 polyunsaturated fatty acids,ADHD,8.0,1.0,2.0,"[('starting', 1), ('second', 1), ('week', 1), ('usage', 1), ('erythropoetin', 1)]"
Omeprazole,GERD,9.0,22.0,8.0,"[('flolan', 4), ('must', 4), ('medicine', 3), ('night', 3), ('pouch', 3)]"
Omeprazole / sodium bicarbonate,GERD,10.0,9.0,0.0,"[('product', 2), ('tirofiban', 2), ('im', 1), ('using', 1), ('good', 1)]"
Omnaris,Allergic Rhinitis,9.5,1.0,1.0,"[('combination', 3), ('hiv', 3), ('medicine', 3), ('reyataz', 2), ('norvir', 2)]"
Omnicef,Sinusitis,6.5,7.0,5.0,"[('extreme', 1), ('fatigue', 1), ('dark', 1), ('urine', 1), ('yellow', 1)]"
OnabotulinumtoxinA,Overactive Bladde,9.0,41.0,11.0,"[('first', 3), ('pill', 3), ('doctor', 3), ('life', 2), ('good', 2)]"
Ondansetron,Nausea/Vomiting,10.0,59.0,17.0,"[('treatment', 3), ('one', 2), ('year', 2), ('chemo', 2), ('cycle', 2)]"
Onexton,Acne,9.5,2.0,0.0,"[('cancer', 12), ('month', 10), ('tarceva', 10), ('no', 9), ('scan', 8)]"
Onfi,Lennox-Gastaut Syndrome,3.0,1.0,0.0,"[('period', 5), ('not', 4), ('pill', 3), ('like', 3), ('spotting', 2)]"
Onglyza,"Diabetes, Type 2",5.5,1.0,1.0,"[('month', 15), ('no', 11), ('pill', 10), ('period', 8), ('day', 7)]"
Opana,Pain,8.5,13.0,5.0,"[('period', 6), ('month', 4), ('year', 2), ('moved', 2), ('given', 2)]"
Opana ER,Pain,8.0,15.0,1.0,"[('clear', 1), ('outbreak', 1), ('within', 1), ('day', 1), ('used', 1)]"
Opcicon One-Step,Emergency Contraception,10.0,1.0,0.0,"[('medicine', 2), ('skeptic', 1), ('taking', 1), ('new', 1), ('worked', 1)]"
Opcon-A,Eye Redness/Itching,9.5,0.0,2.0,"[('bad', 2), ('help', 1), ('chest', 1), ('pain', 1), ('caused', 1)]"
Opdivo,Non-Small Cell Lung Cance,7.0,1.0,1.0,"[('bite', 2), ('insect', 1), ('got', 1), ('really', 1), ('badly', 1)]"
Opium,Diarrhea,9.5,5.0,1.0,"[('going', 1), ('fella', 1), ('took', 1), ('first', 1), ('dose', 1)]"
Opium Deodorized,Diarrhea,9.5,1.0,1.0,"[('within', 4), ('drug', 3), ('infection', 3), ('day', 3), ('chest', 2)]"
Opsumit,Pulmonary Hypertension,10.0,0.0,1.0,"[('anxiety', 216), ('week', 154), ('mg', 152), ('lexapro', 146), ('day', 136)]"
Oracea,Rosacea,10.0,4.0,3.0,"[('lexapro', 3), ('made', 3), ('feel', 3), ('life', 3), ('able', 2)]"
Orajel,Cold Sores,9.0,1.0,0.0,"[('go', 2), ('mozarin', 1), ('escitalopram', 1), ('mg', 1), ('year', 1)]"
Oramorph SR,Pain,4.0,1.0,0.0,"[('brother', 1), ('told', 1), ('helped', 1), ('sounded', 1), ('ticket', 1)]"
Orap,Tourette's Syndrome,5.0,2.0,2.0,"[('lexapro', 111), ('anxiety', 94), ('depression', 93), ('day', 91), ('mg', 87)]"
Orapred,Dermatitis,10.0,1.0,0.0,"[('anxiety', 140), ('mg', 97), ('week', 77), ('lexapro', 77), ('day', 71)]"
Oraqix,Anesthesia,10.0,1.0,0.0,"[('would', 4), ('diarrhea', 3), ('terrible', 2), ('bowel', 2), ('eat', 2)]"
Orencia,Rheumatoid Arthritis,10.0,2.0,1.0,"[('mg', 9), ('bad', 5), ('life', 4), ('doctor', 3), ('working', 3)]"
Orlistat,Obesity,9.0,28.0,20.0,"[('mg', 9), ('ocd', 7), ('anxiety', 7), ('effect', 7), ('get', 6)]"
Ornex,Sinus Symptoms,10.0,1.0,0.0,"[('le', 2), ('take', 2), ('mg', 2), ('like', 2), ('no', 2)]"
Orphenadrine,Muscle Spasm,8.0,9.0,3.0,"[('mg', 8), ('pain', 6), ('feeling', 5), ('medicine', 4), ('taking', 4)]"
Orsythia,Birth Control,4.0,34.0,9.0,"[('migraine', 2), ('light', 2), ('noise', 2), ('not', 2), ('hurt', 2)]"
Ortho Cyclen,Birth Control,8.5,5.0,7.0,"[('migraine', 2), ('everything', 2), ('headache', 2), ('week', 1), ('tried', 1)]"
Ortho D,Dietary Supplementation,5.0,1.0,0.0,"[('great', 1), ('medication', 1), ('brought', 1), ('year', 1), ('long', 1)]"
Ortho Evra,Birth Control,8.0,47.0,25.0,"[('day', 5), ('mg', 4), ('aptiom', 3), ('month', 3), ('function', 2)]"
Ortho Micronor,Birth Control,8.0,18.0,9.0,"[('nexium', 3), ('year', 3), ('problem', 3), ('dry', 2), ('mouth', 2)]"
Ortho Tri-Cyclen,Birth Control,6.0,27.0,14.0,"[('told', 4), ('put', 3), ('kidney', 3), ('zestril', 2), ('take', 2)]"
Ortho Tri-Cyclen Lo,Birth Control,7.0,52.0,13.0,"[('nexium', 14), ('no', 13), ('time', 10), ('night', 8), ('effect', 8)]"
Ortho-Cept,Birth Control,8.0,2.0,1.0,"[('day', 2), ('felt', 2), ('drug', 2), ('work', 2), ('body', 2)]"
Ortho-Novum 1 / 35,Birth Control,7.5,2.0,2.0,"[('medicine', 1), ('work', 1), ('well', 1), ('highly', 1), ('recommend', 1)]"
Ortho-Novum 7 / 7 / 7,Birth Control,9.0,5.0,2.0,"[('pain', 2), ('medicine', 2), ('noticed', 1), ('relief', 1), ('right', 1)]"
Orthovisc,Osteoarthritis,9.0,19.0,5.0,"[('gave', 2), ('great', 2), ('bp', 2), ('taking', 2), ('bone', 1)]"
Orudis,Pain,8.5,2.0,0.0,"[('week', 12), ('bleeding', 10), ('period', 10), ('like', 9), ('pill', 8)]"
Orudis KT,Pain,10.0,1.0,1.0,"[('not', 33), ('day', 28), ('taking', 26), ('control', 24), ('birth', 20)]"
Oseltamivir,Influenza,9.0,58.0,9.0,"[('night', 3), ('sleep', 3), ('year', 2), ('dr', 2), ('medicine', 2)]"
OsmoPrep,Bowel Preparation,1.0,1.0,0.0,"[('helped', 1), ('much', 1)]"
Ospemifene,Dyspareunia,5.5,1.0,1.0,"[('hot', 2), ('flash', 2), ('night', 2), ('sweat', 2), ('sex', 2)]"
Osphena,Dyspareunia,7.0,2.0,1.0,"[('not', 5), ('month', 4), ('need', 4), ('hot', 3), ('flash', 3)]"
Otezla,Psoriatic Arthritis,6.0,32.0,16.0,"[('one', 4), ('year', 2), ('dark', 2), ('green', 2), ('amneal', 2)]"
Ovcon 35,Birth Control,10.0,3.0,4.0,"[('work', 1), ('well', 1), ('mood', 1), ('swing', 1), ('hot', 1)]"
Ovide,Head Lice,10.0,1.0,0.0,"[('insurance', 3), ('month', 2), ('went', 2), ('buy', 2), ('priced', 2)]"
Oxaprozin,Osteoarthritis,5.0,1.0,0.0,"[('not', 16), ('estrace', 10), ('vaginal', 10), ('week', 8), ('year', 8)]"
Oxaydo,Chronic Pain,1.0,2.0,0.0,"[('stop', 2), ('taking', 2), ('go', 2), ('weight', 2), ('year', 1)]"
Oxazepam,Anxiety,9.0,11.0,1.0,"[('caused', 1), ('severe', 1), ('headache', 1), ('sore', 1), ('breast', 1)]"
Oxcarbazepine,Bipolar Disorde,9.0,29.0,15.0,"[('estrace', 1), ('prescribed', 1), ('urinary', 1), ('urgency', 1), ('worked', 1)]"
Oxistat,Tinea Corporis,8.0,1.0,0.0,"[('not', 13), ('vaginal', 13), ('estrace', 9), ('pain', 8), ('burning', 7)]"
Oxtellar XR,Bipolar Disorde,8.0,1.0,0.0,"[('hot', 6), ('flash', 6), ('feeling', 5), ('mg', 5), ('not', 4)]"
OxyContin,Pain,10.0,46.0,19.0,"[('not', 31), ('patch', 31), ('day', 25), ('hot', 22), ('flash', 22)]"
Oxybutynin,Overactive Bladde,8.0,46.0,13.0,"[('not', 4), ('year', 2), ('grown', 2), ('size', 2), ('pleasant', 2)]"
Oxycodone,Pain,9.0,135.0,31.0,"[('patch', 5), ('read', 2), ('get', 2), ('backing', 2), ('way', 1)]"
Oxydose,Pain,8.0,1.0,0.0,"[('doctor', 5), ('month', 5), ('blood', 4), ('pressure', 4), ('hot', 4)]"
Oxymetazoline,Nasal Congestion,8.5,12.0,12.0,"[('no', 3), ('patch', 3), ('vivelle', 2), ('dot', 2), ('trouble', 2)]"
Oxymorphone,Pain,9.0,43.0,9.0,"[('patch', 9), ('not', 8), ('product', 5), ('vivelle', 4), ('mylan', 4)]"
Oxytrol,Overactive Bladde,8.0,8.0,11.0,"[('hot', 2), ('flash', 2), ('night', 2), ('sweat', 2), ('sex', 2)]"
Ozurdex,Macular Edema,1.0,0.0,1.0,"[('loved', 3), ('no', 2), ('taking', 1), ('estratest', 1), ('h', 1)]"
PEG-3350 with Electolytes,Bowel Preparation,10.0,0.0,1.0,"[('estring', 5), ('no', 4), ('lot', 4), ('normal', 4), ('vaginal', 4)]"
Pacerone,Arrhythmia,9.0,1.0,0.0,"[('experiencing', 2), ('pounding', 2), ('not', 2), ('severe', 1), ('heart', 1)]"
Paclitaxel,Non-Small Cell Lung Cance,7.0,3.0,0.0,"[('sleep', 42), ('lunesta', 39), ('take', 28), ('night', 27), ('not', 26)]"
Palbociclib,"Breast Cancer, Metastatic",5.5,0.0,2.0,"[('enbrel', 8), ('year', 7), ('pain', 6), ('week', 6), ('ago', 5)]"
Paliperidone,Schizophrenia,8.0,18.0,14.0,"[('taking', 3), ('mg', 3), ('day', 3), ('far', 2), ('embrel', 2)]"
Pamabrom,Premenstrual Syndrome,8.5,0.0,2.0,"[('enbrel', 5), ('not', 5), ('go', 5), ('shot', 4), ('month', 3)]"
Pamelor,Migraine Prevention,8.0,9.0,0.0,"[('enbrel', 3), ('worked', 3), ('longer', 2), ('psoriasis', 2), ('started', 2)]"
Pamine Forte,Irritable Bowel Syndrome,8.0,2.0,1.0,"[('enbrel', 4), ('month', 2), ('week', 2), ('manufacture', 2), ('afford', 2)]"
Pancrelipase,Pancreatic Exocrine Dysfunction,9.0,4.0,2.0,"[('enbrel', 4), ('year', 4), ('medicine', 3), ('psoriasis', 3), ('not', 3)]"
Panlor DC,Pain,9.0,0.0,1.0,"[('enbrel', 32), ('year', 24), ('pain', 19), ('side', 14), ('day', 13)]"
Panlor SS,Pain,7.0,2.0,0.0,"[('taking', 1), ('ethambutol', 1), ('give', 1), ('rash', 1), ('per', 1)]"
Pantoprazole,GERD,9.0,20.0,9.0,"[('period', 20), ('not', 15), ('acne', 15), ('year', 13), ('would', 12)]"
ParaGard,Birth Control,9.0,109.0,31.0,"[('no', 3), ('demulen', 2), ('take', 2), ('management', 2), ('endometriosis', 2)]"
Parafon Forte DSC,Muscle Spasm,9.0,1.0,0.0,"[('currently', 1), ('mirena', 1), ('last', 1), ('year', 1), ('doctor', 1)]"
Parathyroid hormone,Hypoparathyroidism,8.0,1.0,0.0,"[('nuvaring', 157), ('month', 141), ('no', 122), ('not', 121), ('sex', 117)]"
Paregoric,Diarrhea,10.0,3.0,0.0,"[('week', 2), ('make', 2), ('really', 2), ('emotional', 1), ('last', 1)]"
Parlodel,Hyperprolactinemia,8.5,2.0,0.0,"[('period', 56), ('not', 40), ('week', 35), ('month', 33), ('bleeding', 30)]"
Parnate,Depression,10.0,6.0,2.0,"[('period', 461), ('month', 441), ('pill', 432), ('not', 322), ('no', 288)]"
Paroxetine,Depression,9.0,166.0,41.0,"[('period', 23), ('month', 22), ('pill', 18), ('endometriosis', 16), ('pain', 14)]"
Patanase,Allergic Rhinitis,10.0,2.0,1.0,"[('month', 15), ('not', 14), ('day', 11), ('period', 10), ('cyst', 9)]"
Patanol,Seasonal Allergic Conjunctivitis,8.5,2.0,2.0,"[('pill', 13), ('no', 12), ('not', 8), ('period', 7), ('month', 6)]"
Paxil,Depression,8.0,120.0,23.0,"[('month', 4), ('switched', 4), ('pharmacy', 3), ('felt', 3), ('no', 3)]"
Paxil CR,Generalized Anxiety Disorde,10.0,3.0,5.0,"[('patch', 215), ('period', 105), ('month', 101), ('week', 88), ('not', 83)]"
Pazeo,Seasonal Allergic Conjunctivitis,1.0,3.0,0.0,"[('period', 34), ('month', 33), ('pill', 30), ('bleeding', 17), ('not', 16)]"
Pazopanib,Renal Cell Carcinoma,9.0,12.0,4.0,"[('acne', 71), ('month', 46), ('pill', 35), ('not', 27), ('control', 27)]"
Pegaptanib,Macular Degeneration,9.0,1.0,0.0,"[('pill', 865), ('period', 810), ('month', 774), ('not', 497), ('no', 489)]"
Pegasys,Hepatitis C,5.5,1.0,1.0,"[('period', 18), ('month', 15), ('endometriosis', 11), ('pill', 10), ('taking', 8)]"
Pegfilgrastim,Neutropenia Associated with Chemotherapy,8.0,6.0,1.0,"[('severe', 1), ('nausea', 1), ('headache', 1), ('weight', 1), ('loss', 1)]"
Peginterferon alfa-2a,Hepatitis C,8.5,3.0,1.0,"[('period', 44), ('month', 39), ('pill', 29), ('no', 22), ('day', 20)]"
Pegloticase,Gout,10.0,1.0,0.0,"[('period', 15), ('pill', 11), ('taking', 9), ('week', 9), ('day', 7)]"
Pembrolizumab,Non-Small Cell Lung Cance,1.0,2.0,0.0,"[('femhrt', 1), ('worked', 1), ('wonderful', 1), ('wait', 1), ('couple', 1)]"
Pemetrexed,Non-Small Cell Lung Cance,8.0,1.0,0.0,"[('period', 66), ('month', 50), ('bleeding', 46), ('pill', 45), ('not', 41)]"
Pemoline,ADHD,10.0,1.0,0.0,"[('acne', 94), ('month', 59), ('pill', 54), ('not', 42), ('get', 36)]"
Penciclovir,Cold Sores,10.0,3.0,1.0,"[('pill', 457), ('month', 430), ('period', 423), ('not', 332), ('control', 306)]"
Penicillin VK,Bacterial Infection,9.0,3.0,0.0,"[('pill', 8), ('month', 7), ('day', 4), ('nausea', 4), ('also', 4)]"
Penicillin g benzathine,"Lyme Disease, Neurologic",10.0,0.0,1.0,"[('pill', 25), ('period', 23), ('month', 16), ('control', 16), ('birth', 15)]"
Penicillin v potassium,Strep Throat,9.0,4.0,3.0,"[('pill', 8), ('bleeding', 5), ('started', 5), ('no', 5), ('birth', 5)]"
Pennsaid,Osteoarthritis,10.0,2.0,3.0,"[('pill', 44), ('period', 39), ('month', 29), ('week', 29), ('day', 22)]"
Pentasa,"Crohn's Disease, Maintenance",9.0,12.0,3.0,"[('day', 6), ('pain', 4), ('time', 4), ('increased', 4), ('experienced', 3)]"
Pentazocine,Pain,10.0,2.0,1.0,"[('no', 1), ('longer', 1), ('available', 1), ('spending', 1), ('weekend', 1)]"
Pentosan polysulfate sodium,Interstitial Cystitis,8.0,16.0,0.0,"[('effect', 6), ('side', 5), ('peganone', 3), ('one', 3), ('first', 2)]"
Pentoxifylline,Intermittent Claudication,8.0,1.0,0.0,"[('pain', 7), ('lodine', 6), ('stomach', 5), ('day', 4), ('severe', 3)]"
Pepto-Bismol,Diarrhea,9.5,3.0,1.0,"[('pain', 16), ('etodolac', 6), ('side', 5), ('effect', 5), ('shoulder', 4)]"
Perampanel,Epilepsy,8.0,7.0,0.0,"[('period', 1307), ('month', 1156), ('not', 810), ('no', 742), ('week', 670)]"
Percocet,Pain,9.0,34.0,9.0,"[('headache', 2), ('hoping', 2), ('pas', 2), ('period', 2), ('implanon', 1)]"
Percodan,Pain,1.0,0.0,1.0,"[('eczema', 9), ('face', 7), ('skin', 7), ('steroid', 6), ('medicine', 6)]"
Peridex,Periodontitis,7.0,1.0,0.0,"[('knee', 53), ('pain', 45), ('injection', 43), ('shot', 40), ('euflexxa', 25)]"
Perindopril,High Blood Pressure,8.0,0.0,1.0,"[('feel', 7), ('one', 7), ('hot', 6), ('week', 6), ('day', 6)]"
Periogard,Mucositis,10.0,1.0,0.0,"[('like', 7), ('drug', 4), ('feel', 4), ('vyvanse', 4), ('better', 3)]"
Permethrin,Scabies,9.0,1.0,2.0,"[('good', 1), ('female', 1), ('swelling', 1), ('time', 1), ('month', 1)]"
Perphenazine,Bipolar Disorde,6.0,3.0,1.0,"[('dramatic', 1), ('reduction', 1), ('hot', 1), ('flush', 1), ('achieved', 1)]"
Pexeva,Anxiety,7.0,1.0,0.0,"[('not', 3), ('people', 2), ('body', 2), ('taking', 2), ('month', 2)]"
Phenazopyridine,Dysuria,10.0,20.0,5.0,"[('evista', 3), ('bone', 3), ('taking', 2), ('year', 2), ('osteoporosis', 2)]"
Phendiet,Obesity,9.0,1.0,0.0,"[('pain', 21), ('repatha', 17), ('not', 15), ('cholesterol', 14), ('taking', 12)]"
Phendimetrazine,Obesity,9.0,16.0,16.0,"[('not', 3), ('also', 2), ('increased', 2), ('ago', 2), ('ldl', 2)]"
Phenelzine,Depression,6.5,7.0,3.0,"[('fatigue', 1), ('headache', 1), ('muscle', 1), ('ache', 1)]"
Phenergan,Nausea/Vomiting,10.0,9.0,4.0,"[('evoxac', 3), ('cavity', 2), ('nasty', 2), ('taste', 2), ('no', 2)]"
Phenobarbital,Seizures,9.0,3.0,2.0,"[('product', 2), ('unit', 2), ('instruction', 2), ('begin', 2), ('step', 2)]"
Phenol,Sore Throat,1.0,1.0,0.0,"[('every', 1), ('time', 1), ('take', 1), ('one', 1), ('cause', 1)]"
Phentermine,Weight Loss,10.0,316.0,215.0,"[('pain', 9), ('mg', 8), ('day', 5), ('every', 5), ('taking', 4)]"
Phentermine / topiramate,Weight Loss,9.0,86.0,49.0,"[('exalgo', 3), ('physician', 2), ('avinza', 2), ('not', 2), ('prescribed', 1)]"
Phenylephrine,mulation) (phenylephrine),9.0,4.0,1.0,"[('caffeine', 5), ('take', 5), ('migraine', 4), ('excedrin', 3), ('started', 3)]"
Phenylephrine / pramoxine,Hemorrhoids,10.0,1.0,0.0,"[('felt', 1), ('mg', 1), ('excedrin', 1), ('morning', 1), ('helped', 1)]"
Phenytoin,Seizures,7.0,9.0,2.0,"[('not', 2), ('helped', 1), ('fall', 1), ('asleep', 1), ('get', 1)]"
Phillips' Milk of Magnesia,Constipation,9.5,25.0,1.0,"[('thought', 1), ('medication', 1), ('worked', 1), ('well', 1), ('work', 1)]"
Phosphorated carbohydrate solution,Nausea/Vomiting,10.0,8.0,1.0,"[('buying', 1), ('year', 1), ('thing', 1), ('help', 1), ('find', 1)]"
Pilocarpine,Xerostomia,9.0,1.0,0.0,"[('patch', 4), ('exelon', 4), ('price', 3), ('script', 2), ('generic', 2)]"
Pimecrolimus,Atopic Dermatitis,9.0,6.0,6.0,"[('patch', 4), ('exelon', 2), ('may', 2), ('not', 2), ('good', 2)]"
Pimozide,Tourette's Syndrome,8.0,3.0,2.0,"[('year', 6), ('not', 5), ('pain', 5), ('hot', 5), ('weight', 4)]"
Pimtrea,Birth Control,4.0,2.0,1.0,"[('week', 56), ('not', 41), ('bydureon', 39), ('weight', 38), ('month', 33)]"
Pin-X,Pinworm Infection (Enterobius vermicularis),10.0,1.0,2.0,"[('blood', 11), ('month', 10), ('pressure', 10), ('exforge', 9), ('side', 5)]"
Pioglitazone,"Diabetes, Type 2",10.0,5.0,2.0,"[('one', 2), ('blood', 2), ('love', 1), ('medication', 1), ('worked', 1)]"
